"","h","lower","median","upper"
"447",0.866,1.57363526891866,1.83147489668845,2.22432756080962
"448",0.867,1.5837700066564,1.84269846327868,2.23656798009397
"449",0.868,1.59390474439414,1.85392202986892,2.24880839937833
"450",0.869,1.60403948213189,1.86514559645915,2.26104881866268
"451",0.87,1.61417421986963,1.87636916304939,2.27328923794704
"452",0.871,1.62430895760737,1.88759272963962,2.2855296572314
"453",0.872,1.63444369534511,1.89881629622986,2.29777007651575
"454",0.873,1.64457843308285,1.91003986282009,2.31001049580011
"455",0.874,1.65471317082059,1.92126342941032,2.32225091508446
"456",0.875,1.66484790855833,1.93248699600056,2.33449133436882
"457",0.876,1.67498264629607,1.94371056259079,2.34673175365317
"458",0.877,1.68511738403381,1.95493412918103,2.35897217293753
"459",0.878,1.69525212177155,1.96615769577126,2.37121259222188
